Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Create Folder,Chrome 66.0.3359.117,,2018-04-20 11:53:31,2018-04-20 11:53:57,"25,453s",PASSED
,,,,,,
Test Cases/Authorization_Admin,Chrome 66.0.3359.117,,2018-04-20 11:53:32,2018-04-20 11:53:38,"6,781s",PASSED
openBrowser,Chrome 66.0.3359.117,,2018-04-20 11:53:32,2018-04-20 11:53:37,"4,743s",PASSED
maximizeWindow,Chrome 66.0.3359.117,,2018-04-20 11:53:37,2018-04-20 11:53:38,"1,403s",PASSED
waitForElementPresent,Chrome 66.0.3359.117,,2018-04-20 11:53:38,2018-04-20 11:53:38,"0,038s",PASSED
setText,Chrome 66.0.3359.117,,2018-04-20 11:53:38,2018-04-20 11:53:38,"0,109s",PASSED
setText,Chrome 66.0.3359.117,,2018-04-20 11:53:38,2018-04-20 11:53:38,"0,102s",PASSED
click,Chrome 66.0.3359.117,,2018-04-20 11:53:38,2018-04-20 11:53:38,"0,071s",PASSED
,,,,,,
Test Cases/Create_new_folder,Chrome 66.0.3359.117,,2018-04-20 11:53:38,2018-04-20 11:53:56,"17,764s",PASSED
waitForElementPresent,Chrome 66.0.3359.117,,2018-04-20 11:53:39,2018-04-20 11:53:44,"5,433s",PASSED
click,Chrome 66.0.3359.117,,2018-04-20 11:53:44,2018-04-20 11:53:45,"0,542s",PASSED
click,Chrome 66.0.3359.117,,2018-04-20 11:53:45,2018-04-20 11:53:46,"1,047s",PASSED
delay,Chrome 66.0.3359.117,,2018-04-20 11:53:46,2018-04-20 11:53:51,"5,018s",PASSED
click,Chrome 66.0.3359.117,,2018-04-20 11:53:51,2018-04-20 11:53:51,"0,555s",PASSED
delay,Chrome 66.0.3359.117,,2018-04-20 11:53:51,2018-04-20 11:53:56,"5,001s",PASSED
