Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add user role,Chrome 63.0.3239.132,,2018-02-09 09:58:10,2018-02-09 09:58:20,"10,036s",PASSED
,,,,,,
Test Cases/Authorization_Admin,Chrome 63.0.3239.132,,2018-02-09 09:58:10,2018-02-09 09:58:17,"6,489s",PASSED
openBrowser,Chrome 63.0.3239.132,,2018-02-09 09:58:10,2018-02-09 09:58:15,"4,571s",PASSED
maximizeWindow,Chrome 63.0.3239.132,,2018-02-09 09:58:15,2018-02-09 09:58:16,"1,399s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-09 09:58:16,2018-02-09 09:58:16,"0,036s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-09 09:58:16,2018-02-09 09:58:16,"0,113s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-09 09:58:16,2018-02-09 09:58:17,"0,103s",PASSED
click,Chrome 63.0.3239.132,,2018-02-09 09:58:17,2018-02-09 09:58:17,"0,092s",PASSED
,,,,,,
Test Cases/Add_User_Role,Chrome 63.0.3239.132,,2018-02-09 09:58:17,2018-02-09 09:58:19,"2,682s",PASSED
navigateToUrl,Chrome 63.0.3239.132,,2018-02-09 09:58:17,2018-02-09 09:58:17,"0,037s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-09 09:58:17,2018-02-09 09:58:17,"0,073s",PASSED
click,Chrome 63.0.3239.132,,2018-02-09 09:58:17,2018-02-09 09:58:17,"0,126s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-09 09:58:17,2018-02-09 09:58:19,"1,996s",PASSED
click,Chrome 63.0.3239.132,,2018-02-09 09:58:19,2018-02-09 09:58:19,"0,140s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-09 09:58:19,2018-02-09 09:58:19,"0,065s",PASSED
click,Chrome 63.0.3239.132,,2018-02-09 09:58:19,2018-02-09 09:58:19,"0,150s",PASSED
