Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Example,Chrome 62.0.3202.94,,2017-12-06 11:27:48,2017-12-06 11:28:28,"40,374s",FAILED
,,,,,,
Test Cases/Authorization,Chrome 62.0.3202.94,,2017-12-06 11:27:48,2017-12-06 11:27:56,"7,679s",PASSED
openBrowser,Chrome 62.0.3202.94,,2017-12-06 11:27:48,2017-12-06 11:27:55,"6,844s",PASSED
waitForElementPresent,Chrome 62.0.3202.94,,2017-12-06 11:27:55,2017-12-06 11:27:55,"0,132s",PASSED
setText,Chrome 62.0.3202.94,,2017-12-06 11:27:55,2017-12-06 11:27:56,"0,216s",PASSED
setText,Chrome 62.0.3202.94,,2017-12-06 11:27:56,2017-12-06 11:27:56,"0,134s",PASSED
click,Chrome 62.0.3202.94,,2017-12-06 11:27:56,2017-12-06 11:27:56,"0,087s",PASSED
,,,,,,
Test Cases/Create table,Chrome 62.0.3202.94,,2017-12-06 11:27:56,2017-12-06 11:28:28,"31,713s",FAILED
navigateToUrl,Chrome 62.0.3202.94,,2017-12-06 11:27:56,2017-12-06 11:27:56,"0,032s",PASSED
click,Chrome 62.0.3202.94,,2017-12-06 11:27:56,2017-12-06 11:28:28,"31,582s",FAILED
