Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Create new Role,Chrome 63.0.3239.132,,2018-02-19 10:47:09,2018-02-19 10:47:21,"12,768s",PASSED
,,,,,,
Test Cases/Authorization_Admin,Chrome 63.0.3239.132,,2018-02-19 10:47:09,2018-02-19 10:47:15,"6,301s",PASSED
openBrowser,Chrome 63.0.3239.132,,2018-02-19 10:47:09,2018-02-19 10:47:13,"4,402s",PASSED
maximizeWindow,Chrome 63.0.3239.132,,2018-02-19 10:47:13,2018-02-19 10:47:15,"1,382s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-19 10:47:15,2018-02-19 10:47:15,"0,037s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-19 10:47:15,2018-02-19 10:47:15,"0,103s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-19 10:47:15,2018-02-19 10:47:15,"0,093s",PASSED
click,Chrome 63.0.3239.132,,2018-02-19 10:47:15,2018-02-19 10:47:15,"0,109s",PASSED
,,,,,,
Test Cases/Create_Role,Chrome 63.0.3239.132,,2018-02-19 10:47:15,2018-02-19 10:47:21,"5,584s",PASSED
navigateToUrl,Chrome 63.0.3239.132,,2018-02-19 10:47:15,2018-02-19 10:47:15,"0,037s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-19 10:47:15,2018-02-19 10:47:16,"0,096s",PASSED
click,Chrome 63.0.3239.132,,2018-02-19 10:47:16,2018-02-19 10:47:16,"0,096s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-19 10:47:16,2018-02-19 10:47:19,"3,717s",PASSED
click,Chrome 63.0.3239.132,,2018-02-19 10:47:19,2018-02-19 10:47:19,"0,083s",PASSED
click,Chrome 63.0.3239.132,,2018-02-19 10:47:19,2018-02-19 10:47:20,"0,608s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-19 10:47:20,2018-02-19 10:47:20,"0,271s",PASSED
click,Chrome 63.0.3239.132,,2018-02-19 10:47:20,2018-02-19 10:47:20,"0,093s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-19 10:47:20,2018-02-19 10:47:21,"0,156s",PASSED
click,Chrome 63.0.3239.132,,2018-02-19 10:47:21,2018-02-19 10:47:21,"0,098s",PASSED
