Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Create Folder,Chrome 66.0.3359.117,,2018-04-20 11:52:22,2018-04-20 11:52:48,"25,934s",PASSED
,,,,,,
Test Cases/Authorization_Admin,Chrome 66.0.3359.117,,2018-04-20 11:52:22,2018-04-20 11:52:30,"7,329s",PASSED
openBrowser,Chrome 66.0.3359.117,,2018-04-20 11:52:23,2018-04-20 11:52:28,"5,335s",PASSED
maximizeWindow,Chrome 66.0.3359.117,,2018-04-20 11:52:28,2018-04-20 11:52:29,"1,415s",PASSED
waitForElementPresent,Chrome 66.0.3359.117,,2018-04-20 11:52:29,2018-04-20 11:52:29,"0,040s",PASSED
setText,Chrome 66.0.3359.117,,2018-04-20 11:52:29,2018-04-20 11:52:29,"0,135s",PASSED
setText,Chrome 66.0.3359.117,,2018-04-20 11:52:29,2018-04-20 11:52:30,"0,121s",PASSED
click,Chrome 66.0.3359.117,,2018-04-20 11:52:30,2018-04-20 11:52:30,"0,073s",PASSED
,,,,,,
Test Cases/Create_new_folder,Chrome 66.0.3359.117,,2018-04-20 11:52:30,2018-04-20 11:52:47,"17,696s",PASSED
waitForElementPresent,Chrome 66.0.3359.117,,2018-04-20 11:52:30,2018-04-20 11:52:35,"5,390s",PASSED
click,Chrome 66.0.3359.117,,2018-04-20 11:52:35,2018-04-20 11:52:36,"0,491s",PASSED
click,Chrome 66.0.3359.117,,2018-04-20 11:52:36,2018-04-20 11:52:37,"1,085s",PASSED
delay,Chrome 66.0.3359.117,,2018-04-20 11:52:37,2018-04-20 11:52:42,"5,012s",PASSED
click,Chrome 66.0.3359.117,,2018-04-20 11:52:42,2018-04-20 11:52:42,"0,555s",PASSED
delay,Chrome 66.0.3359.117,,2018-04-20 11:52:42,2018-04-20 11:52:47,"5,001s",PASSED
