Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Create new user,Chrome 63.0.3239.132,,2018-02-06 11:52:47,2018-02-06 11:53:32,"44,823s",FAILED
,,,,,,
Test Cases/Authorization,Chrome 63.0.3239.132,,2018-02-06 11:52:47,2018-02-06 11:52:55,"8,054s",PASSED
openBrowser,Chrome 63.0.3239.132,,2018-02-06 11:52:47,2018-02-06 11:52:53,"6,145s",PASSED
maximizeWindow,Chrome 63.0.3239.132,,2018-02-06 11:52:53,2018-02-06 11:52:55,"1,389s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-06 11:52:55,2018-02-06 11:52:55,"0,039s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-06 11:52:55,2018-02-06 11:52:55,"0,093s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-06 11:52:55,2018-02-06 11:52:55,"0,099s",PASSED
click,Chrome 63.0.3239.132,,2018-02-06 11:52:55,2018-02-06 11:52:55,"0,091s",PASSED
,,,,,,
Test Cases/Create user,Chrome 63.0.3239.132,Creation new user to test system,2018-02-06 11:52:55,2018-02-06 11:53:31,"35,850s",FAILED
navigateToUrl,Chrome 63.0.3239.132,,2018-02-06 11:52:55,2018-02-06 11:52:55,"0,069s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-06 11:52:55,2018-02-06 11:52:55,"0,052s",PASSED
click,Chrome 63.0.3239.132,,2018-02-06 11:52:55,2018-02-06 11:52:55,"0,060s",PASSED
click,Chrome 63.0.3239.132,,2018-02-06 11:52:55,2018-02-06 11:52:57,"1,530s",PASSED
click,Chrome 63.0.3239.132,,2018-02-06 11:52:57,2018-02-06 11:52:58,"0,503s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-06 11:52:58,2018-02-06 11:52:59,"0,977s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-06 11:52:59,2018-02-06 11:52:59,"0,350s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-06 11:52:59,2018-02-06 11:52:59,"0,464s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-06 11:52:59,2018-02-06 11:53:00,"0,753s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-06 11:53:00,2018-02-06 11:53:31,"30,972s",FAILED
