Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Create Folder,Chrome 66.0.3359.117,,2018-04-20 10:47:09,2018-04-20 10:47:26,"16,742s",PASSED
,,,,,,
Test Cases/Authorization_Admin,Chrome 66.0.3359.117,,2018-04-20 10:47:09,2018-04-20 10:47:16,"7,158s",PASSED
openBrowser,Chrome 66.0.3359.117,,2018-04-20 10:47:10,2018-04-20 10:47:15,"5,199s",PASSED
maximizeWindow,Chrome 66.0.3359.117,,2018-04-20 10:47:15,2018-04-20 10:47:16,"1,404s",PASSED
waitForElementPresent,Chrome 66.0.3359.117,,2018-04-20 10:47:16,2018-04-20 10:47:16,"0,044s",PASSED
setText,Chrome 66.0.3359.117,,2018-04-20 10:47:16,2018-04-20 10:47:16,"0,115s",PASSED
setText,Chrome 66.0.3359.117,,2018-04-20 10:47:16,2018-04-20 10:47:16,"0,107s",PASSED
click,Chrome 66.0.3359.117,,2018-04-20 10:47:16,2018-04-20 10:47:16,"0,075s",PASSED
,,,,,,
Test Cases/Create_new_folder,Chrome 66.0.3359.117,,2018-04-20 10:47:16,2018-04-20 10:47:25,"8,593s",PASSED
waitForElementPresent,Chrome 66.0.3359.117,,2018-04-20 10:47:17,2018-04-20 10:47:22,"5,429s",PASSED
click,Chrome 66.0.3359.117,,2018-04-20 10:47:22,2018-04-20 10:47:23,"0,544s",PASSED
click,Chrome 66.0.3359.117,,2018-04-20 10:47:23,2018-04-20 10:47:24,"1,094s",PASSED
click,Chrome 66.0.3359.117,,2018-04-20 10:47:24,2018-04-20 10:47:25,"1,406s",PASSED
