Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Example,Chrome 62.0.3202.94,,2017-12-06 10:47:36,2017-12-06 10:47:57,"21,103s",PASSED
,,,,,,
Test Cases/Authorization,Chrome 62.0.3202.94,,2017-12-06 10:47:36,2017-12-06 10:47:42,"5,974s",PASSED
openBrowser,Chrome 62.0.3202.94,,2017-12-06 10:47:36,2017-12-06 10:47:42,"5,138s",PASSED
waitForElementPresent,Chrome 62.0.3202.94,,2017-12-06 10:47:42,2017-12-06 10:47:42,"0,104s",PASSED
setText,Chrome 62.0.3202.94,,2017-12-06 10:47:42,2017-12-06 10:47:42,"0,214s",PASSED
setText,Chrome 62.0.3202.94,,2017-12-06 10:47:42,2017-12-06 10:47:42,"0,141s",PASSED
click,Chrome 62.0.3202.94,,2017-12-06 10:47:42,2017-12-06 10:47:42,"0,088s",PASSED
,,,,,,
Test Cases/Create table,Chrome 62.0.3202.94,,2017-12-06 10:47:42,2017-12-06 10:47:56,"14,189s",PASSED
navigateToUrl,Chrome 62.0.3202.94,,2017-12-06 10:47:42,2017-12-06 10:47:42,"0,029s",PASSED
click,Chrome 62.0.3202.94,,2017-12-06 10:47:42,2017-12-06 10:47:48,"5,365s",PASSED
click,Chrome 62.0.3202.94,,2017-12-06 10:47:48,2017-12-06 10:47:49,"1,124s",PASSED
waitForElementPresent,Chrome 62.0.3202.94,,2017-12-06 10:47:49,2017-12-06 10:47:56,"7,326s",PASSED
setText,Chrome 62.0.3202.94,,2017-12-06 10:47:56,2017-12-06 10:47:56,"0,205s",PASSED
