Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Create new Role,Chrome 63.0.3239.132,,2018-02-06 14:28:58,2018-02-06 14:29:11,"12,598s",PASSED
,,,,,,
Test Cases/Authorization_Admin,Chrome 63.0.3239.132,,2018-02-06 14:28:58,2018-02-06 14:29:06,"7,321s",PASSED
openBrowser,Chrome 63.0.3239.132,,2018-02-06 14:28:59,2018-02-06 14:29:04,"5,401s",PASSED
maximizeWindow,Chrome 63.0.3239.132,,2018-02-06 14:29:04,2018-02-06 14:29:05,"1,398s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-06 14:29:05,2018-02-06 14:29:06,"0,037s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-06 14:29:06,2018-02-06 14:29:06,"0,098s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-06 14:29:06,2018-02-06 14:29:06,"0,106s",PASSED
click,Chrome 63.0.3239.132,,2018-02-06 14:29:06,2018-02-06 14:29:06,"0,094s",PASSED
,,,,,,
Test Cases/Create_Role,Chrome 63.0.3239.132,,2018-02-06 14:29:06,2018-02-06 14:29:10,"4,396s",PASSED
navigateToUrl,Chrome 63.0.3239.132,,2018-02-06 14:29:06,2018-02-06 14:29:06,"0,086s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-06 14:29:06,2018-02-06 14:29:06,"0,019s",PASSED
click,Chrome 63.0.3239.132,,2018-02-06 14:29:06,2018-02-06 14:29:06,"0,077s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-06 14:29:06,2018-02-06 14:29:09,"2,841s",PASSED
click,Chrome 63.0.3239.132,,2018-02-06 14:29:09,2018-02-06 14:29:09,"0,103s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-06 14:29:09,2018-02-06 14:29:10,"0,790s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-06 14:29:10,2018-02-06 14:29:10,"0,019s",PASSED
click,Chrome 63.0.3239.132,,2018-02-06 14:29:10,2018-02-06 14:29:10,"0,070s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-06 14:29:10,2018-02-06 14:29:10,"0,199s",PASSED
click,Chrome 63.0.3239.132,,2018-02-06 14:29:10,2018-02-06 14:29:10,"0,083s",PASSED
