Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add user role,Chrome 63.0.3239.132,,2018-02-09 09:54:12,2018-02-09 09:54:22,"9,978s",PASSED
,,,,,,
Test Cases/Authorization_Admin,Chrome 63.0.3239.132,,2018-02-09 09:54:12,2018-02-09 09:54:19,"6,485s",PASSED
openBrowser,Chrome 63.0.3239.132,,2018-02-09 09:54:12,2018-02-09 09:54:17,"4,554s",PASSED
maximizeWindow,Chrome 63.0.3239.132,,2018-02-09 09:54:17,2018-02-09 09:54:18,"1,387s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-09 09:54:18,2018-02-09 09:54:18,"0,037s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-09 09:54:18,2018-02-09 09:54:18,"0,107s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-09 09:54:18,2018-02-09 09:54:18,"0,113s",PASSED
click,Chrome 63.0.3239.132,,2018-02-09 09:54:18,2018-02-09 09:54:19,"0,099s",PASSED
,,,,,,
Test Cases/Add_User_Role,Chrome 63.0.3239.132,,2018-02-09 09:54:19,2018-02-09 09:54:21,"2,576s",PASSED
navigateToUrl,Chrome 63.0.3239.132,,2018-02-09 09:54:19,2018-02-09 09:54:19,"0,027s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-09 09:54:19,2018-02-09 09:54:19,"0,070s",PASSED
click,Chrome 63.0.3239.132,,2018-02-09 09:54:19,2018-02-09 09:54:19,"0,093s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-09 09:54:19,2018-02-09 09:54:21,"2,132s",PASSED
click,Chrome 63.0.3239.132,,2018-02-09 09:54:21,2018-02-09 09:54:21,"0,148s",PASSED
