Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Create Folder,Chrome 66.0.3359.117,,2018-04-20 10:55:16,2018-04-20 10:55:37,"21,208s",PASSED
,,,,,,
Test Cases/Authorization_Admin,Chrome 66.0.3359.117,,2018-04-20 10:55:17,2018-04-20 10:55:24,"7,631s",PASSED
openBrowser,Chrome 66.0.3359.117,,2018-04-20 10:55:17,2018-04-20 10:55:22,"5,721s",PASSED
maximizeWindow,Chrome 66.0.3359.117,,2018-04-20 10:55:22,2018-04-20 10:55:24,"1,398s",PASSED
waitForElementPresent,Chrome 66.0.3359.117,,2018-04-20 10:55:24,2018-04-20 10:55:24,"0,041s",PASSED
setText,Chrome 66.0.3359.117,,2018-04-20 10:55:24,2018-04-20 10:55:24,"0,101s",PASSED
setText,Chrome 66.0.3359.117,,2018-04-20 10:55:24,2018-04-20 10:55:24,"0,096s",PASSED
click,Chrome 66.0.3359.117,,2018-04-20 10:55:24,2018-04-20 10:55:24,"0,064s",PASSED
,,,,,,
Test Cases/Create_new_folder,Chrome 66.0.3359.117,,2018-04-20 10:55:24,2018-04-20 10:55:37,"12,642s",PASSED
waitForElementPresent,Chrome 66.0.3359.117,,2018-04-20 10:55:24,2018-04-20 10:55:30,"5,373s",PASSED
click,Chrome 66.0.3359.117,,2018-04-20 10:55:30,2018-04-20 10:55:30,"0,471s",PASSED
click,Chrome 66.0.3359.117,,2018-04-20 10:55:30,2018-04-20 10:55:31,"1,095s",PASSED
delay,Chrome 66.0.3359.117,,2018-04-20 10:55:31,2018-04-20 10:55:36,"5,018s",PASSED
click,Chrome 66.0.3359.117,,2018-04-20 10:55:36,2018-04-20 10:55:37,"0,558s",PASSED
