Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Create table,Chrome 63.0.3239.132,,2018-02-21 14:40:40,2018-02-21 14:41:33,"52,499s",FAILED
,,,,,,
Test Cases/Authorization_Admin,Chrome 63.0.3239.132,,2018-02-21 14:40:40,2018-02-21 14:40:48,"7,756s",PASSED
openBrowser,Chrome 63.0.3239.132,,2018-02-21 14:40:41,2018-02-21 14:40:46,"5,824s",PASSED
maximizeWindow,Chrome 63.0.3239.132,,2018-02-21 14:40:46,2018-02-21 14:40:48,"1,403s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-21 14:40:48,2018-02-21 14:40:48,"0,034s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-21 14:40:48,2018-02-21 14:40:48,"0,099s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-21 14:40:48,2018-02-21 14:40:48,"0,104s",PASSED
click,Chrome 63.0.3239.132,,2018-02-21 14:40:48,2018-02-21 14:40:48,"0,102s",PASSED
,,,,,,
Test Cases/Create_Table,Chrome 63.0.3239.132,,2018-02-21 14:40:48,2018-02-21 14:41:32,"43,819s",FAILED
navigateToUrl,Chrome 63.0.3239.132,,2018-02-21 14:40:48,2018-02-21 14:40:48,"0,049s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-21 14:40:48,2018-02-21 14:40:54,"5,212s",PASSED
click,Chrome 63.0.3239.132,,2018-02-21 14:40:54,2018-02-21 14:40:54,"0,300s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-21 14:40:54,2018-02-21 14:41:00,"6,453s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-21 14:41:00,2018-02-21 14:41:01,"0,188s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-21 14:41:01,2018-02-21 14:41:01,"0,019s",PASSED
click,Chrome 63.0.3239.132,,2018-02-21 14:41:01,2018-02-21 14:41:01,"0,080s",PASSED
click,Chrome 63.0.3239.132,,2018-02-21 14:41:01,2018-02-21 14:41:01,"0,082s",PASSED
click,Chrome 63.0.3239.132,,2018-02-21 14:41:01,2018-02-21 14:41:01,"0,057s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-21 14:41:01,2018-02-21 14:41:01,"0,228s",PASSED
click,Chrome 63.0.3239.132,,2018-02-21 14:41:01,2018-02-21 14:41:01,"0,082s",PASSED
click,Chrome 63.0.3239.132,,2018-02-21 14:41:01,2018-02-21 14:41:32,"30,946s",FAILED
