Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Create Folder,Chrome 66.0.3359.117,,2018-04-20 11:26:37,2018-04-20 11:27:00,"23,311s",PASSED
,,,,,,
Test Cases/Authorization_Admin,Chrome 66.0.3359.117,,2018-04-20 11:26:37,2018-04-20 11:26:47,"9,714s",PASSED
openBrowser,Chrome 66.0.3359.117,,2018-04-20 11:26:37,2018-04-20 11:26:45,"7,763s",PASSED
maximizeWindow,Chrome 66.0.3359.117,,2018-04-20 11:26:45,2018-04-20 11:26:46,"1,397s",PASSED
waitForElementPresent,Chrome 66.0.3359.117,,2018-04-20 11:26:46,2018-04-20 11:26:47,"0,049s",PASSED
setText,Chrome 66.0.3359.117,,2018-04-20 11:26:47,2018-04-20 11:26:47,"0,112s",PASSED
setText,Chrome 66.0.3359.117,,2018-04-20 11:26:47,2018-04-20 11:26:47,"0,110s",PASSED
click,Chrome 66.0.3359.117,,2018-04-20 11:26:47,2018-04-20 11:26:47,"0,080s",PASSED
,,,,,,
Test Cases/Create_new_folder,Chrome 66.0.3359.117,,2018-04-20 11:26:47,2018-04-20 11:27:00,"12,687s",PASSED
waitForElementPresent,Chrome 66.0.3359.117,,2018-04-20 11:26:47,2018-04-20 11:26:52,"5,368s",PASSED
click,Chrome 66.0.3359.117,,2018-04-20 11:26:52,2018-04-20 11:26:53,"0,484s",PASSED
click,Chrome 66.0.3359.117,,2018-04-20 11:26:53,2018-04-20 11:26:54,"1,108s",PASSED
delay,Chrome 66.0.3359.117,,2018-04-20 11:26:54,2018-04-20 11:26:59,"5,013s",PASSED
click,Chrome 66.0.3359.117,,2018-04-20 11:26:59,2018-04-20 11:27:00,"0,575s",PASSED
