Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add user role,Chrome 63.0.3239.132,,2018-02-09 10:02:20,2018-02-09 10:02:31,"11,178s",PASSED
,,,,,,
Test Cases/Authorization_Admin,Chrome 63.0.3239.132,,2018-02-09 10:02:20,2018-02-09 10:02:28,"7,686s",PASSED
openBrowser,Chrome 63.0.3239.132,,2018-02-09 10:02:21,2018-02-09 10:02:26,"5,708s",PASSED
maximizeWindow,Chrome 63.0.3239.132,,2018-02-09 10:02:26,2018-02-09 10:02:28,"1,395s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-09 10:02:28,2018-02-09 10:02:28,"0,034s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-09 10:02:28,2018-02-09 10:02:28,"0,125s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-09 10:02:28,2018-02-09 10:02:28,"0,116s",PASSED
click,Chrome 63.0.3239.132,,2018-02-09 10:02:28,2018-02-09 10:02:28,"0,089s",PASSED
,,,,,,
Test Cases/Add_User_Role,Chrome 63.0.3239.132,,2018-02-09 10:02:28,2018-02-09 10:02:31,"2,580s",PASSED
navigateToUrl,Chrome 63.0.3239.132,,2018-02-09 10:02:28,2018-02-09 10:02:28,"0,034s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-09 10:02:28,2018-02-09 10:02:28,"0,065s",PASSED
click,Chrome 63.0.3239.132,,2018-02-09 10:02:28,2018-02-09 10:02:28,"0,066s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-09 10:02:28,2018-02-09 10:02:30,"1,961s",PASSED
click,Chrome 63.0.3239.132,,2018-02-09 10:02:30,2018-02-09 10:02:30,"0,141s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-09 10:02:30,2018-02-09 10:02:31,"0,064s",PASSED
click,Chrome 63.0.3239.132,,2018-02-09 10:02:31,2018-02-09 10:02:31,"0,154s",PASSED
