Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Create new Role,Chrome 63.0.3239.132,,2018-02-06 14:36:21,2018-02-06 14:36:33,"12,274s",PASSED
,,,,,,
Test Cases/Authorization_Admin,Chrome 63.0.3239.132,,2018-02-06 14:36:21,2018-02-06 14:36:29,"7,592s",PASSED
openBrowser,Chrome 63.0.3239.132,,2018-02-06 14:36:21,2018-02-06 14:36:27,"5,651s",PASSED
maximizeWindow,Chrome 63.0.3239.132,,2018-02-06 14:36:27,2018-02-06 14:36:28,"1,434s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-06 14:36:28,2018-02-06 14:36:28,"0,036s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-06 14:36:28,2018-02-06 14:36:29,"0,105s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-06 14:36:29,2018-02-06 14:36:29,"0,095s",PASSED
click,Chrome 63.0.3239.132,,2018-02-06 14:36:29,2018-02-06 14:36:29,"0,092s",PASSED
,,,,,,
Test Cases/Create_Role,Chrome 63.0.3239.132,,2018-02-06 14:36:29,2018-02-06 14:36:33,"3,811s",PASSED
navigateToUrl,Chrome 63.0.3239.132,,2018-02-06 14:36:29,2018-02-06 14:36:29,"0,067s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-06 14:36:29,2018-02-06 14:36:29,"0,023s",PASSED
click,Chrome 63.0.3239.132,,2018-02-06 14:36:29,2018-02-06 14:36:29,"0,074s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-06 14:36:29,2018-02-06 14:36:32,"2,715s",PASSED
click,Chrome 63.0.3239.132,,2018-02-06 14:36:32,2018-02-06 14:36:32,"0,089s",PASSED
click,Chrome 63.0.3239.132,,2018-02-06 14:36:32,2018-02-06 14:36:32,"0,151s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-06 14:36:32,2018-02-06 14:36:32,"0,271s",PASSED
click,Chrome 63.0.3239.132,,2018-02-06 14:36:32,2018-02-06 14:36:32,"0,226s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-06 14:36:32,2018-02-06 14:36:32,"0,023s",PASSED
click,Chrome 63.0.3239.132,,2018-02-06 14:36:32,2018-02-06 14:36:33,"0,079s",PASSED
