Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Create new user,Chrome 63.0.3239.132,,2018-02-06 11:36:59,2018-02-06 11:37:09,"9,794s",FAILED
,,,,,,
Test Cases/Authorization,Chrome 63.0.3239.132,,2018-02-06 11:36:59,2018-02-06 11:37:08,"8,282s",PASSED
openBrowser,Chrome 63.0.3239.132,,2018-02-06 11:37:00,2018-02-06 11:37:06,"6,320s",PASSED
maximizeWindow,Chrome 63.0.3239.132,,2018-02-06 11:37:06,2018-02-06 11:37:07,"1,400s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-06 11:37:07,2018-02-06 11:37:07,"0,037s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-06 11:37:07,2018-02-06 11:37:07,"0,122s",PASSED
setText,Chrome 63.0.3239.132,,2018-02-06 11:37:07,2018-02-06 11:37:08,"0,123s",PASSED
click,Chrome 63.0.3239.132,,2018-02-06 11:37:08,2018-02-06 11:37:08,"0,097s",PASSED
,,,,,,
Test Cases/Create user,Chrome 63.0.3239.132,Creation new user to test system,2018-02-06 11:37:08,2018-02-06 11:37:08,"0,626s",FAILED
navigateToUrl,Chrome 63.0.3239.132,,2018-02-06 11:37:08,2018-02-06 11:37:08,"0,427s",PASSED
waitForElementPresent,Chrome 63.0.3239.132,,2018-02-06 11:37:08,2018-02-06 11:37:08,"0,050s",FAILED
